datetime_utc,Solar_MW,WindOnshore_MW,TotalRES_MW,irradiance_Wm2,windspeed_ms,temperature_C,datetime_athens,hour_of_day,month,day_of_week,is_weekend
2025-03-15 05:00:00+00:00,810.0,2001.0,2811.0,5.0,0.58,14.2,2025-03-15 07:00:00+02:00,5,3,5,1
2025-03-15 06:00:00+00:00,2748.0,1987.0,4735.0,112.0,0.82,16.5,2025-03-15 08:00:00+02:00,6,3,5,1
2025-03-15 07:00:00+00:00,4223.0,1784.0,6007.0,305.0,0.68,18.5,2025-03-15 09:00:00+02:00,7,3,5,1
2025-03-15 08:00:00+00:00,4568.0,1440.0,6008.0,494.0,0.51,20.3,2025-03-15 10:00:00+02:00,8,3,5,1
2025-03-15 09:00:00+00:00,4924.0,1399.0,6323.0,646.0,1.11,21.7,2025-03-15 11:00:00+02:00,9,3,5,1
2025-03-15 10:00:00+00:00,5076.0,1365.0,6441.0,746.0,1.65,22.8,2025-03-15 12:00:00+02:00,10,3,5,1
2025-03-15 11:00:00+00:00,5031.0,1308.0,6339.0,784.0,2.09,23.2,2025-03-15 13:00:00+02:00,11,3,5,1
2025-03-15 12:00:00+00:00,4760.0,1302.0,6062.0,750.0,1.63,23.0,2025-03-15 14:00:00+02:00,12,3,5,1
2025-03-15 13:00:00+00:00,4438.0,1441.0,5879.0,658.0,1.77,22.4,2025-03-15 15:00:00+02:00,13,3,5,1
2025-03-15 14:00:00+00:00,3003.0,1764.0,4767.0,512.0,1.35,22.1,2025-03-15 16:00:00+02:00,14,3,5,1
2025-03-15 15:00:00+00:00,1051.0,2214.0,3265.0,328.0,0.91,21.4,2025-03-15 17:00:00+02:00,15,3,5,1
2025-03-15 16:00:00+00:00,74.0,2502.0,2576.0,135.0,0.56,20.5,2025-03-15 18:00:00+02:00,16,3,5,1
2025-03-15 17:00:00+00:00,18.0,2527.0,2545.0,10.0,1.09,20.0,2025-03-15 19:00:00+02:00,17,3,5,1
2025-03-15 18:00:00+00:00,17.0,2619.0,2636.0,0.0,1.35,19.8,2025-03-15 20:00:00+02:00,18,3,5,1
2025-03-15 19:00:00+00:00,17.0,2611.0,2628.0,0.0,1.01,19.1,2025-03-15 21:00:00+02:00,19,3,5,1
2025-03-15 20:00:00+00:00,0.0,2576.0,2576.0,0.0,1.81,19.0,2025-03-15 22:00:00+02:00,20,3,5,1
2025-03-15 21:00:00+00:00,0.0,2599.0,2599.0,0.0,2.02,18.6,2025-03-15 23:00:00+02:00,21,3,5,1
2025-03-15 22:00:00+00:00,0.0,2665.0,2665.0,0.0,2.13,18.2,2025-03-16 00:00:00+02:00,22,3,5,1
2025-03-15 23:00:00+00:00,0.0,2557.0,2557.0,0.0,1.84,17.8,2025-03-16 01:00:00+02:00,23,3,5,1
2025-03-16 00:00:00+00:00,0.0,2520.0,2520.0,0.0,1.72,17.2,2025-03-16 02:00:00+02:00,0,3,6,1
2025-03-16 01:00:00+00:00,0.0,2526.0,2526.0,0.0,1.66,16.9,2025-03-16 03:00:00+02:00,1,3,6,1
2025-03-16 02:00:00+00:00,0.0,2408.0,2408.0,0.0,1.76,16.8,2025-03-16 04:00:00+02:00,2,3,6,1
2025-03-16 03:00:00+00:00,17.0,2283.0,2300.0,0.0,2.06,16.8,2025-03-16 05:00:00+02:00,3,3,6,1
2025-03-16 04:00:00+00:00,20.0,2325.0,2345.0,0.0,2.29,16.5,2025-03-16 06:00:00+02:00,4,3,6,1
2025-03-16 05:00:00+00:00,696.0,2262.0,2958.0,6.0,1.35,15.9,2025-03-16 07:00:00+02:00,5,3,6,1
2025-03-16 06:00:00+00:00,2303.0,2088.0,4391.0,113.0,1.18,17.6,2025-03-16 08:00:00+02:00,6,3,6,1
2025-03-16 07:00:00+00:00,3671.0,1766.0,5437.0,303.0,0.82,20.1,2025-03-16 09:00:00+02:00,7,3,6,1
2025-03-16 08:00:00+00:00,4051.0,1376.0,5427.0,488.0,0.32,22.5,2025-03-16 10:00:00+02:00,8,3,6,1
2025-03-16 09:00:00+00:00,4404.0,1116.0,5520.0,638.0,1.03,24.0,2025-03-16 11:00:00+02:00,9,3,6,1
2025-03-16 10:00:00+00:00,4412.0,898.0,5310.0,734.0,1.35,25.1,2025-03-16 12:00:00+02:00,10,3,6,1
2025-03-16 11:00:00+00:00,4451.0,981.0,5432.0,766.0,1.81,25.2,2025-03-16 13:00:00+02:00,11,3,6,1
2025-03-16 12:00:00+00:00,3911.0,923.0,4834.0,733.0,1.78,25.0,2025-03-16 14:00:00+02:00,12,3,6,1
2025-03-16 13:00:00+00:00,3418.0,952.0,4370.0,564.0,1.26,23.2,2025-03-16 15:00:00+02:00,13,3,6,1
2025-03-16 14:00:00+00:00,2595.0,1342.0,3937.0,494.0,1.01,23.2,2025-03-16 16:00:00+02:00,14,3,6,1
2025-03-16 15:00:00+00:00,1162.0,1728.0,2890.0,311.0,0.78,22.9,2025-03-16 17:00:00+02:00,15,3,6,1
2025-03-16 16:00:00+00:00,100.0,1913.0,2013.0,134.0,0.47,22.0,2025-03-16 18:00:00+02:00,16,3,6,1
2025-03-16 17:00:00+00:00,10.0,1934.0,1944.0,11.0,0.41,20.3,2025-03-16 19:00:00+02:00,17,3,6,1
2025-03-16 18:00:00+00:00,17.0,1717.0,1734.0,0.0,1.16,19.1,2025-03-16 20:00:00+02:00,18,3,6,1
2025-03-16 19:00:00+00:00,17.0,1621.0,1638.0,0.0,0.61,18.3,2025-03-16 21:00:00+02:00,19,3,6,1
2025-03-16 20:00:00+00:00,0.0,1597.0,1597.0,0.0,0.83,17.5,2025-03-16 22:00:00+02:00,20,3,6,1
2025-03-16 21:00:00+00:00,0.0,1695.0,1695.0,0.0,1.42,17.1,2025-03-16 23:00:00+02:00,21,3,6,1
2025-03-16 22:00:00+00:00,0.0,1754.0,1754.0,0.0,1.15,16.2,2025-03-17 00:00:00+02:00,22,3,6,1
2025-03-16 23:00:00+00:00,0.0,1697.0,1697.0,0.0,1.03,15.4,2025-03-17 01:00:00+02:00,23,3,6,1
2025-03-17 00:00:00+00:00,0.0,1741.0,1741.0,0.0,0.5,15.4,2025-03-17 02:00:00+02:00,0,3,0,0
2025-03-17 01:00:00+00:00,0.0,1721.0,1721.0,0.0,1.63,16.9,2025-03-17 03:00:00+02:00,1,3,0,0
2025-03-17 02:00:00+00:00,0.0,1699.0,1699.0,0.0,0.99,15.8,2025-03-17 04:00:00+02:00,2,3,0,0
2025-03-17 03:00:00+00:00,17.0,1751.0,1768.0,0.0,0.4,15.1,2025-03-17 05:00:00+02:00,3,3,0,0
2025-03-17 04:00:00+00:00,23.0,1852.0,1875.0,0.0,0.32,14.4,2025-03-17 06:00:00+02:00,4,3,0,0
2025-03-17 05:00:00+00:00,754.0,1943.0,2697.0,6.0,0.43,14.1,2025-03-17 07:00:00+02:00,5,3,0,0
2025-03-17 06:00:00+00:00,2732.0,1796.0,4528.0,98.0,0.8,15.4,2025-03-17 08:00:00+02:00,6,3,0,0
2025-03-17 07:00:00+00:00,4563.0,1693.0,6256.0,224.0,1.35,16.5,2025-03-17 09:00:00+02:00,7,3,0,0
2025-03-17 08:00:00+00:00,4986.0,1499.0,6485.0,415.0,2.82,17.7,2025-03-17 10:00:00+02:00,8,3,0,0
2025-03-17 09:00:00+00:00,5240.0,1465.0,6705.0,542.0,4.67,18.0,2025-03-17 11:00:00+02:00,9,3,0,0
2025-03-17 10:00:00+00:00,5218.0,1434.0,6652.0,667.0,5.07,18.6,2025-03-17 12:00:00+02:00,10,3,0,0
2025-03-17 11:00:00+00:00,5049.0,1482.0,6531.0,694.0,6.09,18.8,2025-03-17 13:00:00+02:00,11,3,0,0
2025-03-17 12:00:00+00:00,4853.0,1603.0,6456.0,762.0,6.4,19.2,2025-03-17 14:00:00+02:00,12,3,0,0
2025-03-17 13:00:00+00:00,4371.0,1950.0,6321.0,668.0,5.6,19.7,2025-03-17 15:00:00+02:00,13,3,0,0
2025-03-17 14:00:00+00:00,3019.0,2575.0,5594.0,531.0,5.61,18.9,2025-03-17 16:00:00+02:00,14,3,0,0
2025-03-17 15:00:00+00:00,1350.0,2835.0,4185.0,343.0,6.07,17.8,2025-03-17 17:00:00+02:00,15,3,0,0
2025-03-17 16:00:00+00:00,113.0,2902.0,3015.0,145.0,7.32,16.1,2025-03-17 18:00:00+02:00,16,3,0,0
2025-03-17 17:00:00+00:00,18.0,2716.0,2734.0,13.0,6.93,14.4,2025-03-17 19:00:00+02:00,17,3,0,0
2025-03-17 18:00:00+00:00,17.0,2710.0,2727.0,0.0,4.63,13.6,2025-03-17 20:00:00+02:00,18,3,0,0
2025-03-17 19:00:00+00:00,17.0,2737.0,2754.0,0.0,2.93,12.9,2025-03-17 21:00:00+02:00,19,3,0,0
2025-03-17 20:00:00+00:00,0.0,2412.0,2412.0,0.0,3.22,12.6,2025-03-17 22:00:00+02:00,20,3,0,0
2025-03-17 21:00:00+00:00,0.0,2372.0,2372.0,0.0,3.68,11.9,2025-03-17 23:00:00+02:00,21,3,0,0
2025-03-17 22:00:00+00:00,0.0,2247.0,2247.0,0.0,3.23,11.4,2025-03-18 00:00:00+02:00,22,3,0,0
2025-03-17 23:00:00+00:00,0.0,2100.0,2100.0,0.0,2.12,10.6,2025-03-18 01:00:00+02:00,23,3,0,0
2025-03-18 00:00:00+00:00,0.0,1908.0,1908.0,0.0,1.07,9.7,2025-03-18 02:00:00+02:00,0,3,1,0
2025-03-18 01:00:00+00:00,0.0,1534.0,1534.0,0.0,0.14,10.6,2025-03-18 03:00:00+02:00,1,3,1,0
2025-03-18 02:00:00+00:00,0.0,1388.0,1388.0,0.0,0.21,10.1,2025-03-18 04:00:00+02:00,2,3,1,0
2025-03-18 03:00:00+00:00,1.0,1431.0,1432.0,0.0,0.59,9.4,2025-03-18 05:00:00+02:00,3,3,1,0
2025-03-18 04:00:00+00:00,26.0,1386.0,1412.0,0.0,0.65,8.8,2025-03-18 06:00:00+02:00,4,3,1,0
2025-03-18 05:00:00+00:00,681.0,1232.0,1913.0,7.0,0.72,8.6,2025-03-18 07:00:00+02:00,5,3,1,0
2025-03-18 06:00:00+00:00,1952.0,1153.0,3105.0,125.0,0.97,10.5,2025-03-18 08:00:00+02:00,6,3,1,0
2025-03-18 07:00:00+00:00,3163.0,1072.0,4235.0,319.0,0.27,13.1,2025-03-18 09:00:00+02:00,7,3,1,0
2025-03-18 08:00:00+00:00,3679.0,880.0,4559.0,498.0,0.55,14.2,2025-03-18 10:00:00+02:00,8,3,1,0
2025-03-18 09:00:00+00:00,3195.0,798.0,3993.0,649.0,1.1,15.3,2025-03-18 11:00:00+02:00,9,3,1,0
2025-03-18 10:00:00+00:00,2856.0,1085.0,3941.0,685.0,1.85,16.0,2025-03-18 12:00:00+02:00,10,3,1,0
2025-03-18 11:00:00+00:00,2429.0,1357.0,3786.0,687.0,1.8,16.5,2025-03-18 13:00:00+02:00,11,3,1,0
2025-03-18 12:00:00+00:00,1766.0,1724.0,3490.0,561.0,1.46,16.6,2025-03-18 14:00:00+02:00,12,3,1,0
2025-03-18 13:00:00+00:00,1425.0,1820.0,3245.0,300.0,3.11,13.4,2025-03-18 15:00:00+02:00,13,3,1,0
2025-03-18 14:00:00+00:00,1059.0,1703.0,2762.0,120.0,2.24,12.1,2025-03-18 16:00:00+02:00,14,3,1,0
2025-03-18 15:00:00+00:00,501.0,1826.0,2327.0,67.0,1.71,11.4,2025-03-18 17:00:00+02:00,15,3,1,0
2025-03-18 16:00:00+00:00,57.0,2016.0,2073.0,44.0,2.04,10.9,2025-03-18 18:00:00+02:00,16,3,1,0
2025-03-18 17:00:00+00:00,1.0,2295.0,2296.0,4.0,1.98,10.4,2025-03-18 19:00:00+02:00,17,3,1,0
2025-03-18 18:00:00+00:00,1.0,2705.0,2706.0,0.0,2.53,10.1,2025-03-18 20:00:00+02:00,18,3,1,0
2025-03-18 19:00:00+00:00,1.0,3074.0,3075.0,0.0,3.46,9.0,2025-03-18 21:00:00+02:00,19,3,1,0
2025-03-18 20:00:00+00:00,0.0,3071.0,3071.0,0.0,4.14,7.2,2025-03-18 22:00:00+02:00,20,3,1,0
2025-03-18 21:00:00+00:00,0.0,3181.0,3181.0,0.0,3.83,6.3,2025-03-18 23:00:00+02:00,21,3,1,0
2025-03-18 22:00:00+00:00,0.0,3259.0,3259.0,0.0,2.52,5.7,2025-03-19 00:00:00+02:00,22,3,1,0
2025-03-18 23:00:00+00:00,0.0,3252.0,3252.0,0.0,2.62,5.2,2025-03-19 01:00:00+02:00,23,3,1,0
2025-03-19 00:00:00+00:00,0.0,3139.0,3139.0,0.0,3.03,5.2,2025-03-19 02:00:00+02:00,0,3,2,0
2025-03-19 01:00:00+00:00,0.0,3048.0,3048.0,0.0,2.29,5.7,2025-03-19 03:00:00+02:00,1,3,2,0
2025-03-19 02:00:00+00:00,0.0,2956.0,2956.0,0.0,2.49,5.5,2025-03-19 04:00:00+02:00,2,3,2,0
2025-03-19 03:00:00+00:00,0.0,2937.0,2937.0,0.0,2.42,5.5,2025-03-19 05:00:00+02:00,3,3,2,0
2025-03-19 04:00:00+00:00,31.0,2958.0,2989.0,0.0,3.2,5.1,2025-03-19 06:00:00+02:00,4,3,2,0
2025-03-19 05:00:00+00:00,905.0,2986.0,3891.0,8.0,3.14,4.8,2025-03-19 07:00:00+02:00,5,3,2,0
2025-03-19 06:00:00+00:00,3023.0,3021.0,6044.0,107.0,3.86,5.8,2025-03-19 08:00:00+02:00,6,3,2,0
2025-03-19 07:00:00+00:00,4627.0,2849.0,7476.0,282.0,5.38,6.7,2025-03-19 09:00:00+02:00,7,3,2,0
2025-03-19 08:00:00+00:00,4930.0,2305.0,7235.0,411.0,5.82,7.4,2025-03-19 10:00:00+02:00,8,3,2,0
2025-03-19 09:00:00+00:00,4696.0,1672.0,6368.0,499.0,5.71,8.1,2025-03-19 11:00:00+02:00,9,3,2,0
2025-03-19 10:00:00+00:00,4196.0,1612.0,5808.0,619.0,5.22,8.8,2025-03-19 12:00:00+02:00,10,3,2,0
2025-03-19 11:00:00+00:00,4205.0,1280.0,5485.0,662.0,5.47,9.2,2025-03-19 13:00:00+02:00,11,3,2,0
2025-03-19 12:00:00+00:00,4100.0,1188.0,5288.0,679.0,4.9,9.2,2025-03-19 14:00:00+02:00,12,3,2,0
2025-03-19 13:00:00+00:00,4572.0,1451.0,6023.0,550.0,5.4,8.9,2025-03-19 15:00:00+02:00,13,3,2,0
2025-03-19 14:00:00+00:00,3463.0,1925.0,5388.0,443.0,5.0,8.8,2025-03-19 16:00:00+02:00,14,3,2,0
2025-03-19 15:00:00+00:00,1763.0,2261.0,4024.0,288.0,4.61,8.2,2025-03-19 17:00:00+02:00,15,3,2,0
2025-03-19 16:00:00+00:00,152.0,2096.0,2248.0,135.0,3.87,7.3,2025-03-19 18:00:00+02:00,16,3,2,0
2025-03-19 17:00:00+00:00,2.0,2009.0,2011.0,14.0,2.7,6.5,2025-03-19 19:00:00+02:00,17,3,2,0
2025-03-19 18:00:00+00:00,0.0,1914.0,1914.0,0.0,1.92,6.0,2025-03-19 20:00:00+02:00,18,3,2,0
2025-03-19 19:00:00+00:00,0.0,1909.0,1909.0,0.0,1.4,5.5,2025-03-19 21:00:00+02:00,19,3,2,0
2025-03-19 20:00:00+00:00,0.0,1930.0,1930.0,0.0,1.94,5.1,2025-03-19 22:00:00+02:00,20,3,2,0
2025-03-19 21:00:00+00:00,0.0,1883.0,1883.0,0.0,1.61,4.9,2025-03-19 23:00:00+02:00,21,3,2,0
2025-03-19 22:00:00+00:00,0.0,1866.0,1866.0,0.0,1.9,4.7,2025-03-20 00:00:00+02:00,22,3,2,0
2025-03-19 23:00:00+00:00,0.0,1720.0,1720.0,0.0,1.84,4.5,2025-03-20 01:00:00+02:00,23,3,2,0
2025-03-20 00:00:00+00:00,0.0,1667.0,1667.0,0.0,1.84,4.6,2025-03-20 02:00:00+02:00,0,3,3,0
2025-03-20 01:00:00+00:00,0.0,1654.0,1654.0,0.0,1.83,3.9,2025-03-20 03:00:00+02:00,1,3,3,0
2025-03-20 02:00:00+00:00,0.0,1684.0,1684.0,0.0,1.77,4.2,2025-03-20 04:00:00+02:00,2,3,3,0
2025-03-20 03:00:00+00:00,16.0,1750.0,1766.0,0.0,1.79,4.4,2025-03-20 05:00:00+02:00,3,3,3,0
2025-03-20 04:00:00+00:00,56.0,1797.0,1853.0,0.0,1.66,4.3,2025-03-20 06:00:00+02:00,4,3,3,0
2025-03-20 05:00:00+00:00,1277.0,1721.0,2998.0,9.0,1.14,4.2,2025-03-20 07:00:00+02:00,5,3,3,0
2025-03-20 06:00:00+00:00,3676.0,1470.0,5146.0,123.0,1.15,6.1,2025-03-20 08:00:00+02:00,6,3,3,0
2025-03-20 07:00:00+00:00,5255.0,1264.0,6519.0,297.0,1.15,8.4,2025-03-20 09:00:00+02:00,7,3,3,0
2025-03-20 08:00:00+00:00,5637.0,1061.0,6698.0,522.0,3.02,10.4,2025-03-20 10:00:00+02:00,8,3,3,0
2025-03-20 09:00:00+00:00,5238.0,688.0,5926.0,581.0,3.76,11.4,2025-03-20 11:00:00+02:00,9,3,3,0
2025-03-20 10:00:00+00:00,4688.0,567.0,5255.0,526.0,3.2,11.8,2025-03-20 12:00:00+02:00,10,3,3,0
2025-03-20 11:00:00+00:00,5037.0,652.0,5689.0,608.0,2.77,12.6,2025-03-20 13:00:00+02:00,11,3,3,0
2025-03-20 12:00:00+00:00,4769.0,595.0,5364.0,677.0,2.66,13.8,2025-03-20 14:00:00+02:00,12,3,3,0
2025-03-20 13:00:00+00:00,5195.0,674.0,5869.0,584.0,2.79,13.1,2025-03-20 15:00:00+02:00,13,3,3,0
2025-03-20 14:00:00+00:00,3741.0,716.0,4457.0,502.0,2.91,12.9,2025-03-20 16:00:00+02:00,14,3,3,0
2025-03-20 15:00:00+00:00,1782.0,861.0,2643.0,320.0,2.56,12.1,2025-03-20 17:00:00+02:00,15,3,3,0
2025-03-20 16:00:00+00:00,159.0,804.0,963.0,153.0,2.06,11.2,2025-03-20 18:00:00+02:00,16,3,3,0
2025-03-20 17:00:00+00:00,10.0,662.0,672.0,16.0,0.9,9.8,2025-03-20 19:00:00+02:00,17,3,3,0
2025-03-20 18:00:00+00:00,8.0,564.0,572.0,0.0,0.55,8.4,2025-03-20 20:00:00+02:00,18,3,3,0
2025-03-20 19:00:00+00:00,8.0,515.0,523.0,0.0,0.6,7.3,2025-03-20 21:00:00+02:00,19,3,3,0
2025-03-20 20:00:00+00:00,0.0,451.0,451.0,0.0,0.84,6.5,2025-03-20 22:00:00+02:00,20,3,3,0
2025-03-20 21:00:00+00:00,0.0,399.0,399.0,0.0,1.1,5.7,2025-03-20 23:00:00+02:00,21,3,3,0
2025-03-20 22:00:00+00:00,0.0,408.0,408.0,0.0,1.25,5.3,2025-03-21 00:00:00+02:00,22,3,3,0
2025-03-20 23:00:00+00:00,0.0,384.0,384.0,0.0,1.32,4.8,2025-03-21 01:00:00+02:00,23,3,3,0
2025-03-21 00:00:00+00:00,0.0,350.0,350.0,0.0,1.3,4.2,2025-03-21 02:00:00+02:00,0,3,4,0
2025-03-21 01:00:00+00:00,0.0,377.0,377.0,0.0,0.86,5.9,2025-03-21 03:00:00+02:00,1,3,4,0
2025-03-21 02:00:00+00:00,0.0,386.0,386.0,0.0,0.76,5.6,2025-03-21 04:00:00+02:00,2,3,4,0
2025-03-21 03:00:00+00:00,16.0,402.0,418.0,0.0,0.84,5.3,2025-03-21 05:00:00+02:00,3,3,4,0
2025-03-21 04:00:00+00:00,66.0,415.0,481.0,0.0,0.81,4.7,2025-03-21 06:00:00+02:00,4,3,4,0
2025-03-21 05:00:00+00:00,1338.0,422.0,1760.0,11.0,0.81,4.4,2025-03-21 07:00:00+02:00,5,3,4,0
2025-03-21 06:00:00+00:00,3816.0,423.0,4239.0,133.0,0.67,6.9,2025-03-21 08:00:00+02:00,6,3,4,0
2025-03-21 07:00:00+00:00,5714.0,427.0,6141.0,324.0,0.25,10.3,2025-03-21 09:00:00+02:00,7,3,4,0
2025-03-21 08:00:00+00:00,6301.0,387.0,6688.0,537.0,0.82,12.1,2025-03-21 10:00:00+02:00,8,3,4,0
2025-03-21 09:00:00+00:00,5444.0,281.0,5725.0,692.0,1.2,13.5,2025-03-21 11:00:00+02:00,9,3,4,0
2025-03-21 10:00:00+00:00,5172.0,251.0,5423.0,793.0,1.68,14.8,2025-03-21 12:00:00+02:00,10,3,4,0
2025-03-21 11:00:00+00:00,4714.0,287.0,5001.0,828.0,1.83,15.6,2025-03-21 13:00:00+02:00,11,3,4,0
2025-03-21 12:00:00+00:00,4126.0,324.0,4450.0,788.0,2.09,15.9,2025-03-21 14:00:00+02:00,12,3,4,0
2025-03-21 13:00:00+00:00,4257.0,395.0,4652.0,683.0,2.8,15.9,2025-03-21 15:00:00+02:00,13,3,4,0
2025-03-21 14:00:00+00:00,3756.0,469.0,4225.0,543.0,2.77,15.6,2025-03-21 16:00:00+02:00,14,3,4,0
2025-03-21 15:00:00+00:00,1586.0,444.0,2030.0,354.0,2.22,15.6,2025-03-21 17:00:00+02:00,15,3,4,0
2025-03-21 16:00:00+00:00,171.0,424.0,595.0,156.0,1.73,14.9,2025-03-21 18:00:00+02:00,16,3,4,0
2025-03-21 17:00:00+00:00,18.0,334.0,352.0,16.0,1.75,13.3,2025-03-21 19:00:00+02:00,17,3,4,0
2025-03-21 18:00:00+00:00,17.0,270.0,287.0,0.0,1.55,11.9,2025-03-21 20:00:00+02:00,18,3,4,0
2025-03-21 19:00:00+00:00,17.0,272.0,289.0,0.0,1.26,11.1,2025-03-21 21:00:00+02:00,19,3,4,0
2025-03-21 20:00:00+00:00,0.0,243.0,243.0,0.0,1.92,10.2,2025-03-21 22:00:00+02:00,20,3,4,0
2025-03-21 21:00:00+00:00,0.0,222.0,222.0,0.0,1.91,9.5,2025-03-21 23:00:00+02:00,21,3,4,0
2025-03-21 22:00:00+00:00,0.0,212.0,212.0,0.0,1.45,8.7,2025-03-22 00:00:00+02:00,22,3,4,0
2025-03-21 23:00:00+00:00,0.0,180.0,180.0,0.0,0.93,7.8,2025-03-22 01:00:00+02:00,23,3,4,0
2025-03-22 00:00:00+00:00,0.0,223.0,223.0,0.0,0.56,7.1,2025-03-22 02:00:00+02:00,0,3,5,1
2025-03-22 01:00:00+00:00,0.0,259.0,259.0,0.0,0.58,6.9,2025-03-22 03:00:00+02:00,1,3,5,1
2025-03-22 02:00:00+00:00,0.0,246.0,246.0,0.0,0.29,7.1,2025-03-22 04:00:00+02:00,2,3,5,1
2025-03-22 03:00:00+00:00,17.0,299.0,316.0,0.0,0.47,7.2,2025-03-22 05:00:00+02:00,3,3,5,1
2025-03-22 04:00:00+00:00,85.0,315.0,400.0,0.0,0.6,7.1,2025-03-22 06:00:00+02:00,4,3,5,1
2025-03-22 05:00:00+00:00,1060.0,278.0,1338.0,13.0,0.99,7.1,2025-03-22 07:00:00+02:00,5,3,5,1
2025-03-22 06:00:00+00:00,3142.0,210.0,3352.0,146.0,0.62,9.3,2025-03-22 08:00:00+02:00,6,3,5,1
2025-03-22 07:00:00+00:00,4712.0,97.0,4809.0,345.0,0.39,11.6,2025-03-22 09:00:00+02:00,7,3,5,1
2025-03-22 08:00:00+00:00,4280.0,96.0,4376.0,511.0,0.97,13.0,2025-03-22 10:00:00+02:00,8,3,5,1
2025-03-22 09:00:00+00:00,4758.0,136.0,4894.0,683.0,1.63,14.1,2025-03-22 11:00:00+02:00,9,3,5,1
2025-03-22 10:00:00+00:00,4564.0,178.0,4742.0,780.0,1.92,15.0,2025-03-22 12:00:00+02:00,10,3,5,1
2025-03-22 11:00:00+00:00,4535.0,191.0,4726.0,815.0,2.12,15.5,2025-03-22 13:00:00+02:00,11,3,5,1
2025-03-22 12:00:00+00:00,4260.0,207.0,4467.0,786.0,2.33,15.7,2025-03-22 14:00:00+02:00,12,3,5,1
2025-03-22 13:00:00+00:00,3963.0,256.0,4219.0,694.0,2.35,15.7,2025-03-22 15:00:00+02:00,13,3,5,1
2025-03-22 14:00:00+00:00,2721.0,463.0,3184.0,487.0,2.46,15.2,2025-03-22 16:00:00+02:00,14,3,5,1
2025-03-22 15:00:00+00:00,1008.0,874.0,1882.0,310.0,2.35,14.7,2025-03-22 17:00:00+02:00,15,3,5,1
2025-03-22 16:00:00+00:00,98.0,954.0,1052.0,156.0,2.01,13.9,2025-03-22 18:00:00+02:00,16,3,5,1
2025-03-22 17:00:00+00:00,10.0,1079.0,1089.0,15.0,1.6,13.4,2025-03-22 19:00:00+02:00,17,3,5,1
2025-03-22 18:00:00+00:00,9.0,1140.0,1149.0,0.0,1.36,13.1,2025-03-22 20:00:00+02:00,18,3,5,1
2025-03-22 19:00:00+00:00,9.0,1175.0,1184.0,0.0,1.38,13.0,2025-03-22 21:00:00+02:00,19,3,5,1
2025-03-22 20:00:00+00:00,0.0,1226.0,1226.0,0.0,0.5,12.4,2025-03-22 22:00:00+02:00,20,3,5,1
2025-03-22 21:00:00+00:00,0.0,1277.0,1277.0,0.0,0.45,12.0,2025-03-22 23:00:00+02:00,21,3,5,1
2025-03-22 22:00:00+00:00,0.0,1262.0,1262.0,0.0,0.11,11.8,2025-03-23 00:00:00+02:00,22,3,5,1
2025-03-22 23:00:00+00:00,0.0,1149.0,1149.0,0.0,0.11,11.4,2025-03-23 01:00:00+02:00,23,3,5,1
2025-03-23 00:00:00+00:00,0.0,1194.0,1194.0,0.0,0.18,10.6,2025-03-23 02:00:00+02:00,0,3,6,1
2025-03-23 01:00:00+00:00,0.0,1282.0,1282.0,0.0,0.61,11.1,2025-03-23 03:00:00+02:00,1,3,6,1
2025-03-23 02:00:00+00:00,0.0,1318.0,1318.0,0.0,0.43,10.4,2025-03-23 04:00:00+02:00,2,3,6,1
2025-03-23 03:00:00+00:00,9.0,1354.0,1363.0,0.0,0.32,9.9,2025-03-23 05:00:00+02:00,3,3,6,1
2025-03-23 04:00:00+00:00,46.0,1475.0,1521.0,0.0,0.6,9.5,2025-03-23 06:00:00+02:00,4,3,6,1
2025-03-23 05:00:00+00:00,643.0,1388.0,2031.0,12.0,0.49,9.1,2025-03-23 07:00:00+02:00,5,3,6,1
2025-03-23 06:00:00+00:00,1482.0,1352.0,2834.0,119.0,0.35,11.1,2025-03-23 08:00:00+02:00,6,3,6,1
2025-03-23 07:00:00+00:00,2303.0,1380.0,3683.0,316.0,0.36,14.1,2025-03-23 09:00:00+02:00,7,3,6,1
2025-03-23 08:00:00+00:00,2488.0,1344.0,3832.0,497.0,0.96,15.5,2025-03-23 10:00:00+02:00,8,3,6,1
2025-03-23 09:00:00+00:00,2578.0,1208.0,3786.0,593.0,1.2,16.7,2025-03-23 11:00:00+02:00,9,3,6,1
2025-03-23 10:00:00+00:00,2332.0,1223.0,3555.0,543.0,1.2,17.2,2025-03-23 12:00:00+02:00,10,3,6,1
2025-03-23 11:00:00+00:00,2121.0,1217.0,3338.0,341.0,1.62,16.4,2025-03-23 13:00:00+02:00,11,3,6,1
2025-03-23 12:00:00+00:00,1729.0,1231.0,2960.0,435.0,2.12,16.7,2025-03-23 14:00:00+02:00,12,3,6,1
2025-03-23 13:00:00+00:00,1439.0,1453.0,2892.0,507.0,2.93,17.0,2025-03-23 15:00:00+02:00,13,3,6,1
2025-03-23 14:00:00+00:00,1146.0,1784.0,2930.0,382.0,3.26,17.4,2025-03-23 16:00:00+02:00,14,3,6,1
2025-03-23 15:00:00+00:00,514.0,2027.0,2541.0,223.0,1.99,17.0,2025-03-23 17:00:00+02:00,15,3,6,1
2025-03-23 16:00:00+00:00,72.0,2112.0,2184.0,85.0,1.6,16.7,2025-03-23 18:00:00+02:00,16,3,6,1
